"oi_emp_pfk";"cam_agua_servida_destino";"cam_captacao_agua_subt";"cam_tp_poco";"cam_profundidade_poco";"asb_nu_profundidadefinal";"cam_utilizacao_poco";"cam_realizacao_car";"cam_captacoes_comple";"cam_capta_lanca_futuro"
"31216";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31217";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Água de Consumo Comprada";"Não consta"
"31218";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Água Consumo Comprada";"Não consta"
"31219";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31220";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31221";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31222";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31223";"Lançamento no Solo";"f";"";"";"";"";"Não se aplica";"Rede Pública";"Não consta"
"31224";"Fossa Séptica";"f";"";"";"";"";"Não se aplica";"Rede Pública";"Não consta"
"31225";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Micro Aspersão"
"31226";"Lançamento em Curso d''água";"t";"Tubular";"De 10 a 20 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31227";"Fossa Séptica/Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31228";"Lançamento em Curso d''água";"t";"Tubular";"De 5 a 10 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31229";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31230";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31231";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31232";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31233";"Lançamento em Curso d''água/Lançamento no Solo";"t";"Tubular";"De 5 a 10 metros";"";"Poço Ativo";"Não realizado";"Nascente/Poço";"Não consta"
"31234";"Lançamento em Curso d''água";"t";"Tubular";"De 20 a 50 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31235";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31236";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31237";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Ampliação para Micro Aspersão"
"31238";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Ampliação para Micro Aspersão"
"31239";"Lançamento no Solo";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Ampliação para Micro Aspersão"
"31240";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31241";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Ampliação"
"31242";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31243";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31244";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31245";"Lançamento no Solo";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Ampliação para Micro Aspersão"
"31246";"Lançamento em Curso d''água";"t";"Tubular";"De 10 a 20 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31247";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31248";"Lançamento no Solo";"t";"Cacimba";"De 5 a 10 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31249";"Lançamento em Curso d''água";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31250";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31251";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31252";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31253";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31254";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31255";"Lançamento em Curso d''água/Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31256";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31257";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31258";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31259";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Não consta"
"31260";"Lançamento no Solo";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente";"Não consta"
"31261";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Não consta"
"31262";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Não consta"
"31263";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31264";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31265";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31266";"Rede Pública";"f";"";"";"";"";"Não se aplica";"Rede Pública";"Não consta"
"31267";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente";"Não consta"
"31268";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31269";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Ampliação para Micro Aspersão"
"31270";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31271";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Ampliação"
"31272";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31273";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31274";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Ampliação para Micro Aspersão"
"31275";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31276";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Rede Pública";"Construção de um novo barreiro"
"31277";"Rede Pública";"f";"";"";"";"";"Não se aplica";"Rede Pública";"Não consta"
"31278";"Fossa Séptica";"t";"Cacimba";"De 5 a 10 metros";"";"Poço Ativo";"Realizado";"Nascente";"planos de trocar a Bomba por uma maior"
"31279";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"31280";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31281";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31282";"Rede Pública";"f";"";"";"";"";"Não se aplica";"Rede Pública";"Não consta"
"31283";"Rede Pública";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31284";"Rede Pública";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31285";"Fossa Séptica/Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31286";"Fossa Séptica";"t";"Cacimba";"De 5 a 10 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31287";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Não consta"
"31288";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Ampliação para Micro Aspersão"
"31289";"Lançamento no Solo";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Não consta"
"31290";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Não consta"
"31291";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Ampliação para Micro Aspersão"
"31292";"Lançamento no Solo";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Ampliação para Micro Aspersão"
"31293";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31294";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31295";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente/Poço";"Não consta"
"31296";"Fossa Séptica";"t";"Cacimba";"De 5 a 10 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31297";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Nascente/Poço";"Não consta"
"31298";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Poço";"Não consta"
"31299";"Lançamento em Curso d''água";"t";"Tubular";"De 10 a 20 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31300";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31301";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31302";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31303";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31304";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente/Poço";"Não consta"
"31305";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Não consta"
"31306";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Ampliação para Micro Aspersão"
"31307";"Lançamento no Solo";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Ampliação para Micro Aspersão"
"31308";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Ampliação para Micro Aspersão"
"31309";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31310";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31311";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31312";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31313";"Fossa Séptica";"t";"Tubular";"De 5 a 10 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31314";"Fossa Séptica";"t";"Tubular";"Maior que 50 metros";"";"Poço Ativo";"Não realizado";"-";"Não consta"
"31315";"Fossa Séptica";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31316";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31317";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31318";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Cisterna Comunitária Abastecida Pelo Exército";"Ampliação"
"31319";"Fossa Séptica/Lançamento no Solo";"f";"";"";"";"";"Realizado";"Rio Ipojuca";"Não consta"
"31320";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31321";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31322";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31323";"Fossa negra";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31324";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31325";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31326";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31327";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Rede Pública";"Não consta"
"31328";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31329";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31330";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31331";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31332";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31333";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31334";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Poço";"Não consta"
"31335";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"31336";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31337";"Lançamento no Solo";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Não consta"
"31338";"Lançamento no Solo";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente";"Ampliação para Micro Aspersão"
"31339";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31340";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31341";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31342";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31343";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31344";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Não consta"
"31345";"Fossa Séptica";"t";"Cacimba";"De 5 a 10 metros";"";"Poço Ativo";"Não realizado";"Nascente";"Não consta"
"31346";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente";"Não consta"
"31347";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31348";"Fossa Séptica/Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31349";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31350";"Rede Pública";"f";"";"";"";"";"Não se aplica";"Rede Pública";"Não consta"
"31351";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Ampliação para Micro Aspersão"
"31352";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Ampliação para Micro Aspersão"
"31353";"Fossa Séptica/Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31354";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31355";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31356";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31357";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Ampliação para Micro Aspersão"
"31358";"Lançamento no Solo";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Ampliação para Micro Aspersão"
"31359";"Lançamento no Solo";"t";"Tubular";"De 5 a 10 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31360";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31361";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Mesma água, porém ela é tratada no Local";"Não consta"
"31362";"Lançamento no Solo";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Ampliação para Micro Aspersão"
"31363";"Lançamento no Solo";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Não consta"
"31364";"Lançamento no Solo";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Não consta"
"31365";"Lançamento no Solo";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Não consta"
"31366";"Lançamento no Solo";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Ampliação para Micro Aspersão"
"31367";"Lançamento no Solo";"t";"Tubular";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Não consta"
"31368";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31369";"Rede Pública";"f";"";"";"";"";"Realizado";"Poço/Rede Pública";"Não consta"
"31370";"Rede Pública";"f";"";"";"";"";"Realizado";"Rede Pública";"Não consta"
"31371";"Fossa Séptica";"f";"";"";"";"";"Não se aplica";"Rede Pública";"Não consta"
"31372";"Rede Pública";"f";"";"";"";"";"Realizado";"Rede Pública";"Não consta"
"31373";"Lançamento em Curso d''água";"f";"";"";"";"";"Não se aplica";"Rede Pública";"Não consta"
"31374";"Lançamento em Curso d''água";"f";"";"";"";"";"Não se aplica";"Rede Pública";"Não consta"
"31375";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente/Poço";"Não consta"
"31376";"Fossa Séptica/Lançamento no Solo";"t";"Cacimba";"De 5 a 10 metros";"";"Poço Ativo";"Não realizado";"Nascente/Poço";"Não consta"
"31377";"Fossa Séptica/Lançamento no Solo";"f";"";"";"";"";"Não se aplica";"Nascente";"Não consta"
"31378";"Fossa Séptica/Lançamento no Solo";"f";"";"";"";"";"Não se aplica";"Nascente";"Não consta"
"31379";"Fossa Séptica/Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Ampliação"
"31380";"Fossa Séptica/Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31381";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente/Poço";"Não consta"
"31382";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31383";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"31384";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31385";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"31386";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"31387";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31388";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31389";"Fossa negra";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31390";"Fossa negra";"t";"Cacimba";"De 5 a 10 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31391";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31392";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"31393";"";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31394";"Fossa Séptica/Lançamento no Solo";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31395";"Lançamento no Solo";"f";"";"";"";"";"Realizado";"Não existe captação complementar";"Não consta"
"31396";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Ampliação para Micro Aspersão"
"31397";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Ampliação para Micro Aspersão"
"31398";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31399";"Lançamento em Curso d''água";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Nascente";"Não consta"
"31400";"";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31401";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31402";"Fossa Séptica";"t";"Cacimba";"De 10 a 20 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"31403";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"31404";"Fossa Séptica";"t";"Cacimba";"De 5 a 10 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"31405";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31406";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31407";"Fossa negra";"t";"Cacimba";"De 5 a 10 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"31408";"Fossa Séptica";"t";"Cacimba";"De 5 a 10 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"31409";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"31410";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
"31411";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31412";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31413";"Rede Pública";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31414";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31415";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31416";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31417";"Rede Pública";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31418";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31419";"Fossa Séptica";"t";"Cacimba";"De 5 a 10 metros";"";"Poço Ativo";"Realizado";"Poço";"Não consta"
"31420";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31421";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31422";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31423";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31424";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31425";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31426";"Rede Pública";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31427";"Rede Pública";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31428";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31429";"Rede Pública";"f";"";"";"";"";"Realizado";"Rede Pública";"Não consta"
"31430";"Rede Pública";"f";"";"";"";"";"Não se aplica";"Rede Pública";"Não consta"
"31431";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31432";"Lançamento em Curso d''água";"f";"";"";"";"";"Realizado";"Nascente";"Não consta"
"31433";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Água Consumo Comprada";"Não consta"
"31434";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31435";"Fossa Séptica";"t";"Tubular";"De 20 a 50 metros";"";"Poço Seco";"Não realizado";"Não existe captação complementar";"Não consta"
"31436";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente";"Não consta"
"31437";"Rede Pública";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31438";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31439";"Fossa Séptica";"t";"Tubular";"De 20 a 50 metros";"";"Poço Ativo";"Não realizado";"Poço/Rede Pública";"Não consta"
"31440";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31441";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31442";"Fossa Séptica";"f";"";"";"";"";"Realizado";"Rede Pública";"Não consta"
"31443";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Rede Pública";"Não consta"
"31444";"";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31445";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Nascente/Poço";"Pretende fazer a ampliação com 4 Poços"
"31446";"Fossa Séptica";"t";"Tubular";"De 10 a 20 metros";"";"Poço Ativo";"Não realizado";"Poço";"Não consta"
"31447";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"31448";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Não realizado";"Não existe captação complementar";"Não consta"
"31449";"Lançamento no Solo";"f";"";"";"";"";"Não realizado";"Não existe captação complementar";"Não consta"
"31450";"Fossa Séptica";"f";"";"";"";"";"Não realizado";"Nascente";"planos de cavar um poço artesiano"
"31451";"Lançamento em Curso d''água";"f";"";"";"";"";"Não realizado";"Nascente";"Não consta"
"31452";"Lançamento no Solo";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar/Nascente";"Não consta"
"31453";"Fossa Séptica";"t";"Cacimba";"Menor que 5 metros";"";"Poço Ativo";"Realizado";"Não existe captação complementar";"Não consta"
